id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
2342,Covesting,COV,covesting,7,2018-01-23T00:00:00.000Z,"['asset-management', 'bnb-chain']",,16886825.21152613,18866825.21152613,,1200,,,2022-05-31T15:32:00.000Z,0.150265727221159,48730.12832184,-61.0194,-0.84729126,-2.26828907,-4.49637865,-42.35962625,-55.84722176,-60.42493552,2537511.070866576,0.0002,2835037.21,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xada86b1b313d1d5267e3fc0bb303f0a2b66d0ea7
6597,Degenerator Meme,MEME,degenerator-meme,16,2020-08-16T00:00:00.000Z,"['collectibles-nfts', 'yield-farming']",28000.0,28000.0,28000,,1201,,,2022-05-31T15:32:00.000Z,90.60695333085349,21839.58662155,-4.1463,-0.3189755,-24.36725898,-32.8898379,-66.13148062,-72.38925986,-67.27905632,2536994.6932638977,0.0,2536994.69,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd5525d397898e5502075ea5e830d8914f6f0affe
11865,Bone ShibaSwap,BONE,bone-shibaswap,31,2021-09-13T19:17:01.000Z,[],250000000.0,6975299.51529947,158797646.31186867,,1202,216801222.0,78808654.62186922,2022-05-31T15:31:00.000Z,0.3635065056130967,725107.47093127,-17.7522,0.60433749,0.74441962,3.48493812,-32.81220207,-47.48579636,-48.05868878,2535566.7524112375,0.0,90876626.4,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9813037ee2218799597d83D4a5B6F3b6778218d9
7348,Portion,PRT,portion,9,2020-10-08T00:00:00.000Z,"['collectibles-nfts', 'bnb-chain']",1500000000.0,466358363.0566792,1500000000,,1203,,,2022-05-31T15:31:00.000Z,0.005433255974608166,676.19259235,-79.7261,0.1513684,3.12404389,-0.12040991,-55.53523332,-49.59296881,-24.39284254,2533844.3623861866,0.0,8149883.96,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6D0F5149c502faf215C89ab306ec3E50b15e2892
11533,UFC Fan Token,UFC,ufc-fan-token,1,2021-09-01T07:00:15.000Z,"['sports', 'fan-token']",20000000.0,1800005.0,20000000,,1204,,,2022-05-31T15:31:00.000Z,1.4022747494514076,178118.70646421,3.1076,0.52388017,-1.09074037,3.45089858,-27.78830496,-52.99189991,-34.98437797,2524101.560386281,0.0,28045494.99,2022-05-31T15:31:00.000Z,4066.0,Chiliz,CHZ,chiliz,0xF39a2A34B4f7E2b04EC3AD53509D609e55D94606
9155,Digital Fitness,DEFIT,digital-fitness,5,2021-04-07T00:00:00.000Z,"['ferrum-network', 'move-to-earn']",50000000.0,26487202.978985,50000000,,1205,,,2022-05-31T15:31:00.000Z,0.0947970298976568,256167.56800853,-15.0815,3.22255838,1.2375736,-8.70386133,-48.10682626,-78.1059188,209.89333179,2510908.1727041453,0.0,4739851.49,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x84cffa78b2fbbeec8c37391d2b12a04d2030845e
11452,FNDZ,FNDZ,fndz,3,2021-08-27T21:53:11.000Z,[],100000000.0,20426793.36413363,100000000,,1206,,,2022-05-31T15:31:00.000Z,0.1228368153190296,196146.20278726,-3.8668,0.09281584,0.81211789,-16.04747517,-51.11795816,-77.34721824,-68.37327839,2509162.244030062,0.0,12283681.53,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x7754c0584372D29510C019136220f91e25a8f706
8086,Ditto,DITTO,ditto,2,2020-12-23T00:00:00.000Z,"['rebase', 'bnb-chain']",,2570142.0,2570142,,1207,,,2022-05-31T15:31:00.000Z,0.9748308307690641,0.00616324,0.0,0.93676279,2.94888951,-2.40840114,4.51274487,-5.9512986,-2.62552711,2505453.661054464,0.0,2505453.66,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x233d91A0713155003fc4DcE0AFa871b508B3B715
5922,Swingby,SWINGBY,swingby,19,2020-07-28T00:00:00.000Z,"['defi', 'polygon-ecosystem']",1000000000.0,688551712.0232359,975000000,,1208,117101403.0393104,425413.50526671094,2022-05-31T15:31:00.000Z,0.003632864288772882,244367.18355225,9.2715,0.42409922,5.13996569,-3.74896161,-62.07802408,-76.88090301,-65.3157153,2501414.925582643,0.0,3632864.29,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8287c7b963b405b7b8d467db9d79eec40625b13a
3732,Conceal,CCX,conceal,4,2019-02-08T00:00:00.000Z,"['mineable', 'privacy']",200000000.0,12614929.0,21196977,,1209,,,2022-05-31T15:31:00.000Z,0.1981330574723223,8549.49324575,662.596,5.51710367,10.50269878,10.27473688,-38.25291843,-36.05466828,-1.94380529,2499434.452566265,0.0002,39626611.49,2022-05-31T15:31:00.000Z,,,,,
3607,VestChain,VEST,vestchain,2,2018-11-15T00:00:00.000Z,"['platform', 'smart-contracts']",,3945951380.8970037,3945951380.8970037,,1210,,,2022-05-31T15:31:00.000Z,0.0006330129631703588,0.0,0.0,0.46037346,3.55933438,8.781067,-44.87976381,-54.68402182,-52.45459568,2497838.376147781,0.0,2497838.38,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x37f04d2c3ae075fad5483bb918491f656b12bdb6
1814,Metrix Coin,MRX,metrix-coin,9,2017-07-15T00:00:00.000Z,"['pos', 'platform', 'smart-contracts', 'staking', 'dapp']",30000000000.0,17564235798.0,18356111771,,1211,17564391365.0,2497304.832521712,2022-05-31T15:31:00.000Z,0.0001421799811121273,1542.61041685,106.6594,0.81228428,3.29857929,8.78304984,-0.65394389,-29.02114404,-28.03487804,2497282.71400859,0.0,4265399.43,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd38b1159c8aee064af2d869afa1c2c1632da8b97
2558,Insights Network,INSTAR,insights-network,2,2018-03-02T00:00:00.000Z,"['marketplace', 'ai-big-data', 'enterprise-solutions']",300000000.0,196753507.9,291486991.9088,,1212,,,2022-05-31T15:32:00.000Z,0.012649810921010331,165.7003218,3.613,0.25873933,3.46211269,-23.68038982,-21.3445531,-67.64236235,-49.09116889,2488894.6729805125,0.0002,3794943.28,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8193711b2763bc7dfd67da0d6c8c26642eafdaf3
5548,Massnet,MASS,massnet,15,2020-05-18T00:00:00.000Z,[],206438400.0,98026147.05229937,98026147.05229937,,1213,,,2022-05-31T15:31:00.000Z,0.025383856508881454,285671.80111316,14.5374,0.22745426,5.49833337,12.60238531,-36.90928248,-35.65410248,-30.17841093,2488281.65089408,0.0,5240202.72,2022-05-31T15:31:00.000Z,,,,,
2601,1World,1WO,1world,1,2018-03-21T00:00:00.000Z,['algorand-ecosystem'],,37219452.96,37219452.96,,1214,,,2022-05-31T15:32:00.000Z,0.0667277526083295,7540.61386123,220.4561,0.25873933,3.95478941,8.7554445,-16.62146287,-31.72538455,-29.39686052,2483570.4493322372,0.0,2483570.45,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23
4985,ArdCoin,ARDX,ardcoin,5,2019-12-18T00:00:00.000Z,[],4900000000.0,277807957.41,4900000000,,1215,4030742499.0,35718608.9736796,2022-05-31T15:31:00.000Z,0.008861545728247624,75519.43225825,-32.5278,0.45606341,0.45725228,6.13624372,-33.6073173,-44.01935542,-55.08391085,2461807.9182597836,0.0,43421574.07,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xb8e2e2101ed11e9138803cd3e06e16dd19910647
7883,WELL,WELL,well-token,4,2020-12-07T00:00:00.000Z,"['centralized-exchange', 'bnb-chain']",2100000000.0,137080000.0,1496163846,,1216,137080000.0,2444116.1854965375,2022-05-31T15:31:00.000Z,0.01782985253499079,39056.24155504,37.6889,1.04016598,11.48795273,-18.39842808,-62.31097659,-77.26368633,-71.6778146,2444116.1854965375,0.0,37442690.32,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1b06B43f3b0bBAd73784d858c782e029F3F5Af14
7846,Unbound,UNB,unbound,10,2020-12-02T00:00:00.000Z,"['defi', 'dao', 'amm', 'arrington-xrp-capital-portfolio']",10000000000.0,902003007.7188,10000000000,,1217,,,2022-05-31T15:31:00.000Z,0.002706219364185704,87036.55336057,-4.5048,-0.87765322,-3.02138417,8.08173946,-28.6045522,-67.3021383,-64.59606925,2441018.006042363,0.0,27062193.64,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8dB253a1943DdDf1AF9bcF8706ac9A0Ce939d922
1032,TransferCoin,TX,transfercoin,1,2015-08-21T00:00:00.000Z,"['hybrid-pow-pos', 'x11', 'masternodes']",,8296433.0,8296433,,1218,,,2022-05-31T15:31:00.000Z,0.2930850019478761,0.0,0.0,0.46037346,3.55933438,8.781067,-7.19756598,-23.70437128,-19.8536813,2431560.0819654237,0.0002,2431560.08,2022-05-31T15:31:00.000Z,,,,,
13206,OpenWorld,OPEN,openworld,4,2021-10-25T22:24:49.000Z,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn']",100000000.0,51617956.0,99200000,,1219,59896215.0,2796892.539710864,2022-05-31T15:31:00.000Z,0.046695647458038274,100625.04617795,-13.1061,-2.46463193,1.54920803,15.90300053,42.27017763,41.77209121,51.76652426,2410333.8758805315,0.0,4669564.75,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x27a339d9b59b21390d7209b78a839868e319301b
17061,ClearDAO,CLH,cleardao,4,2022-01-10T05:09:23.000Z,[],,104191846.2,525357143,,1220,,,2022-05-31T15:32:00.000Z,0.02306992654982324,1868415.24373981,-3.5614,1.68718118,3.75619718,-3.87608873,-25.00686993,-48.76423623,-76.50343345,2403698.2389244796,0.0,12119950.7,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd7d8f3b8bc8bc48d3acc37879eaba7b85889fa52
4017,EOSDT,EOSDT,eosdt,11,2019-06-17T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin']",170000000.0,2642505.293308,2642505.293308,,1221,,,2022-05-31T15:31:00.000Z,0.9062495043648217,0.41577874,36.1365,0.25588549,-1.16088989,-3.01614938,4.48409806,-12.97832081,-13.26287847,2394769.112341793,0.0002,154062415.74,2022-05-31T15:31:00.000Z,1765.0,EOS,EOS,eos,eosdtsttoken
93,42-coin,42,42-coin,1,2014-01-14T00:00:00.000Z,"['mineable', 'hybrid-pow-pos', 'scrypt', 'store-of-value']",,41.9999516,41.99995186,,1222,,,2022-05-31T15:32:00.000Z,56291.658282250704,0.0,0.0,0.25873989,3.52652206,8.75544511,-18.27040025,-32.75540656,-29.32322723,2364246.923338269,0.0002,2364246.94,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x73cf73c2503154de4dc12067546aa9357dadaff2
11349,ADAPad,ADAPAD,adapad,12,2021-08-21T00:00:00.000Z,"['launchpad', 'bluezilla']",1000000000.0,117642373.1,117642373.1,,1223,65883266.75,1324664.2443200375,2022-05-31T15:31:00.000Z,0.020106231971565643,53626.235206,29.1034,-0.73779361,9.36370821,1.82375661,-31.83384571,-73.77000623,-73.43731242,2365344.843234074,0.0,20106231.97,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdb0170e2d0c1cc1b2e7a90313d9b9afa4f250289
2556,Credits,CS,credits,4,2018-03-02T00:00:00.000Z,"['services', 'iot']",249471071.0,223456423.0,249471071.21,,1224,,,2022-05-31T15:32:00.000Z,0.010489657571717046,239911.96055178,47.5937,-0.87954652,-3.87591375,-8.58031349,-45.29135007,-72.7719009,-72.31598074,2343981.359470757,0.0002,2616866.11,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x46b9ad944d1059450da1163511069c718f699d31
833,Gridcoin,GRC,gridcoin,4,2015-02-28T00:00:00.000Z,"['mineable', 'pos', 'sha-256']",,410366717.6306496,441019749.77883,,1225,,,2022-05-31T15:31:00.000Z,0.005703308787141416,22244.71788311,2.698,0.41960418,3.92456714,2.75775191,-25.50685692,-43.79443242,-41.58338258,2340448.1066132644,0.0002,2515271.81,2022-05-31T15:31:00.000Z,,,,,
9756,Virtue Poker,VPP,virtue-poker,10,2021-05-13T00:00:00.000Z,"['superstarter', 'bnb-chain']",500000000.0,106988747.89427124,500000000,,1226,113073123.13,2472112.6085217446,2022-05-31T15:31:00.000Z,0.021862955051480806,21113.65815435,-37.484,4.64189566,13.55631478,1.1262772,-29.09587797,-68.38584675,-46.00643805,2339090.1862266636,0.0,10931477.53,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5eeaa2dcb23056f4e8654a349e57ebe5e76b5e6e
9110,Kattana,KTN,kattana,9,2021-04-09T00:00:00.000Z,['bnb-chain'],,2102968.11507198,10000000,,1227,,,2022-05-31T15:31:00.000Z,1.1103446585958021,179012.02016095,-7.9384,-0.65006174,2.72422744,3.52979132,-39.41282079,-66.88770018,-60.61508356,2335019.413767455,0.0,11103446.59,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x491e136ff7ff03e6ab097e54734697bb5802fc1c
1596,Edgeless,EDG,edgeless,3,2017-03-30T00:00:00.000Z,"['gambling', 'coinbase-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'ledgerprime-portfolio']",,122146967.0,132046997,,1228,,,2022-05-31T15:31:00.000Z,0.019080596750920484,2017.2659721,0.0,0.45845787,32.67673122,31.41137269,-1.73459184,-32.66052015,-31.68000165,2330637.0216749916,0.0002,2519535.5,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x08711d3b02c8758f2fb3ab4e80228418a7f8e39c
201,Einsteinium,EMC2,einsteinium,2,2014-04-09T00:00:00.000Z,"['mineable', 'crowdfunding', 'research']",245465283.0,222600427.49999955,222600427.49999955,,1229,,,2022-05-31T15:32:00.000Z,0.010436094009833525,9836.78754938,135.6671,-2.69004712,0.41910937,5.55675496,-28.27800694,-56.00997845,-58.73705268,2323078.988019127,0.0002,2561698.77,2022-05-31T15:32:00.000Z,,,,,
4242,PLANET,PLA,planet,4,2019-08-28T00:00:00.000Z,[],,225000000.0,5000000000,,1230,,,2022-05-31T15:32:00.000Z,0.010288906569215632,13554.80888541,-6.1903,22.41336964,-6.18444412,-12.94737695,56.17760633,17.40297338,-5.69417177,2315003.9780735173,0.0,51444532.85,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x307d45afbb7e84f82ef3d251a6bb0f00edf632e4
7033,Empty Set Dollar,ESD,empty-set-dollar,7,2020-09-14T00:00:00.000Z,"['defi', 'stablecoin', 'rebase', 'seigniorage']",,446012144.97595006,446012144.97595006,,1231,,,2022-05-31T15:31:00.000Z,0.005179515287737777,22644.68886961,-34.1815,0.45107197,3.47442331,4.14524746,-26.23277289,-44.21071798,-46.2518074,2310126.7234196514,0.0,2310126.72,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x36f3fd68e7325a35eb768f1aedaae9ea0689d723
7742,88mph,MPH,88mph,19,2020-11-22T00:00:00.000Z,"['defi', 'yield-farming', 'yield-aggregator']",,465278.74277586,485535.64526896,,1232,,,2022-05-31T15:31:00.000Z,4.956316478492617,196723.16291676,28.2167,-0.48090115,1.72282159,-4.161916,-64.67802557,-79.58345923,-81.02485594,2306068.6999123227,0.0,2406468.32,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8888801af4d980682e47f1a9036e589479e835c5
14374,Green Ben,EBEN,green-ben,5,2021-11-11T19:16:57.000Z,[],,20239768.64847558,20239768.64847558,,1233,19395074.702262342,2200035.2727279835,2022-05-31T15:32:00.000Z,0.11343267847642578,8590.67882302,6.1371,-1.61122183,2.47785889,-7.06375106,-53.54243365,-76.85850059,-73.8159042,2295851.1695397734,0.0,2295851.17,2022-05-31T15:32:00.000Z,1831.0,Bitcoin Cash,BCH,bitcoin-cash,0x77CB87b57F54667978Eb1B199b28a0db8C8E1c0B
2041,BitcoinZ,BTCZ,bitcoinz,11,2017-10-12T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'payments']",21000000000.0,11220232032.0,10659708632,,1234,,,2022-05-31T15:31:00.000Z,0.00020432675569020774,44276.9323802,44.8026,3.1959063,-0.96465397,11.10545308,-25.00918141,-44.65640173,-49.46286858,2292593.609189907,0.0,4290861.87,2022-05-31T15:31:00.000Z,,,,,
10260,Thorstarter,XRUNE,thorstarter,12,2021-06-03T00:00:00.000Z,['launchpad'],1000000000.0,80689454.0,500000000,,1235,80689454.0,2287904.5567564666,2022-05-31T15:32:00.000Z,0.028354443404171092,56428.51940597,-54.5735,0.27322728,5.66717026,-2.17689586,-56.89726483,-80.00207739,-72.59101824,2287904.5567564666,0.0,28354443.4,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x69fa0fee221ad11012bab0fdb45d444d3d2ce71c
1894,The ChampCoin,TCC,the-champcoin,5,2017-08-15T00:00:00.000Z,['mineable'],,175749859.0,198824132,,1236,,,2022-05-31T15:31:00.000Z,0.013003100361709439,0.0,0.0,0.1613469,1.44826265,16.95125421,-17.44437552,-31.88808862,33.18074183,2285293.0551332827,0.0,2585330.14,2022-05-31T15:31:00.000Z,,,,,
15178,Gunstar Metaverse,GSTS,gunstar-metaverse,5,2021-11-25T10:39:46.000Z,[],400000000.0,31290285.71,400000000,,1237,20426286.0,1486707.135642667,2022-05-31T15:31:00.000Z,0.07278401642093267,338504.55259833,-46.0257,-0.36774146,-2.00469476,-3.04528779,4.53986638,7.09802003,-4.99800487,2277432.668932315,0.0,29113606.57,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x7eDC0eC89F987ECd85617b891c44fE462a325869
707,Blocknet,BLOCK,blocknet,8,2014-11-01T00:00:00.000Z,"['hybrid-pow-pos', 'marketplace', 'masternodes']",,8740369.86531109,8740369.86531109,,1238,,,2022-05-31T15:32:00.000Z,0.25868863333466124,25.29519801,-97.7005,0.25873933,4.09841104,11.76124824,-17.80120389,-48.65961367,-47.40270474,2261034.335296783,0.0002,2261034.34,2022-05-31T15:32:00.000Z,,,,,
10774,Sonar,PING,sonar,6,2021-07-06T00:00:00.000Z,['bnb-chain'],4000000000.0,2703464934.514044,4000000000,,1239,3913717007.4632945,3266000.2076064236,2022-05-31T15:32:00.000Z,0.000834500859765358,27437.73537478,-18.945,0.4983807,-0.45656803,-1.445937,-44.8226368,-65.0705792,-72.27939474,2256043.812197467,0.0,3338003.44,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x5546600f77eda1dcf2e8817ef4d617382e7f71f5
11990,Medacoin,MEDA,medacoin,9,2021-09-20T19:48:13.000Z,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn']",,79489136063.08356,100000000000,,1240,,,2022-05-31T15:31:00.000Z,2.8308366810377632e-05,13074.87148009,-18.8936,2.05362692,1.65956647,9.04361921,5.85202962,-49.41793534,-56.36831853,2250207.6211137865,0.0,2830836.68,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x9130990dd16ed8be8be63e46cad305c2c339dac9
8187,Yield Optimization Platform & Protocol,YOP,yop,8,2021-01-05T00:00:00.000Z,['polkastarter'],88888888.0,19618996.0,86888888,,1241,,,2022-05-31T15:31:00.000Z,0.11464636712533555,53989.82145669,-65.731,0.75143373,4.58388161,-9.9412044,-36.15436466,-56.86688808,-51.42959461,2249246.6180464895,0.0,10190788.09,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xae1eaae3f627aaca434127644371b67b18444051
8376,MASQ,MASQ,masq,10,2021-02-02T00:00:00.000Z,[],37500000.0,25560578.79067506,37500000,,1242,,,2022-05-31T15:32:00.000Z,0.08788497615876924,91070.3921892,-0.2435,14.77216085,18.33954792,18.11960702,-30.0924236,-46.54578589,-45.32494742,2246390.85762282,0.0,3295686.61,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x06f3c323f0238c72bf35011071f2b5b7f43a054c
8164,JulSwap,JULD,julswap,24,2021-01-02T00:00:00.000Z,"['decentralized-exchange', 'amm', 'dex', 'bnb-chain']",800000000.0,592166802.131989,799383875.3500402,,1243,,,2022-05-31T15:31:00.000Z,0.0037825307522212134,843548.55004889,-29.8115,-0.9345793,-6.95955998,-55.13953523,-76.42262699,-78.95364968,-79.64181361,2239889.139508743,0.0,3026024.6,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x5a41f637c3f7553dba6ddc2d3ca92641096577ea
2912,TENT,TENT,tent,4,2018-07-10T00:00:00.000Z,"['mineable', 'pow', 'masternodes', 'mobile', 'payments', 'staking']",84096000.0,38664687.5,38741780,,1244,,,2022-05-31T15:31:00.000Z,0.057775712054724586,0.0,0.0,0.19503432,2.6882677,2.08633831,-28.05314076,-41.36053241,-33.39553149,2233879.851685909,0.0,4858706.28,2022-05-31T15:31:00.000Z,,,,,
3616,EvidenZ,BCDT,evidenz,4,2018-11-28T00:00:00.000Z,['bnb-chain'],40835044.0,38668815.82858533,40835044.38886192,,1245,,,2022-05-31T15:31:00.000Z,0.05743564913039957,559.53125426,-89.6407,0.1554674,1.19513695,-5.04589753,-30.18652416,-49.52687093,-49.63327634,2220968.538218668,0.0002,2345387.26,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5
2900,Project Pai,PAI,project-pai,9,2018-07-05T00:00:00.000Z,"['services', 'ai-big-data', 'identity']",,1601729438.9700427,1804820240,,1246,,,2022-05-31T15:31:00.000Z,0.001386191676973053,1545.42924307,307.4727,-0.06938134,3.1255804,5.35761228,-44.62684559,-54.26534898,-62.92974052,2220304.017062991,0.0002,2501826.8,2022-05-31T15:31:00.000Z,,,,,
2307,Bibox Token,BIX,bibox-token,14,2017-12-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'algorand-ecosystem']",,85430525.27,235972808.27,,1247,,,2022-05-31T15:32:00.000Z,0.02595927579044289,1145686.82204644,-45.7158,0.63658536,1.33240396,1.34251,-34.22710995,-38.79327565,-40.13063344,2217714.56640633,0.0002,6125683.21,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x009c43b42aefac590c719e971020575974122803
8717,Oddz,ODDZ,oddz,20,2021-03-18T00:00:00.000Z,"['defi', 'derivatives', 'options']",100000000.0,59949281.0,100000000,,1248,,,2022-05-31T15:32:00.000Z,0.03689518561789042,1174672.83986596,142.2108,-0.47282054,0.50362722,-24.11031378,-49.31063395,-74.98076394,-72.30666453,2211839.8501540716,0.0,3689518.56,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xCd2828fc4D8E8a0eDe91bB38CF64B1a81De65Bf6
9643,Don-key,DON,don-key,12,2021-05-08T00:00:00.000Z,"['ethereum-ecosystem', 'superstarter', 'vbc-ventures-portfolio', 'bnb-chain']",100000000.0,60508130.61621536,100000000,,1249,,,2022-05-31T15:31:00.000Z,0.03654284134682237,119463.49267839,32.7508,-0.73181902,11.61936943,-6.88358653,-63.19291495,-77.49548598,-73.09894122,2211139.017301163,0.0,3654284.13,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x217ddead61a42369a266f1fb754eb5d3ebadc88a
2096,Ripio Credit Network,RCN,ripio-credit-network,12,2017-10-26T00:00:00.000Z,"['services', 'defi', 'lending-borowing', 'boostvc-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio']",,508404745.75,999942647.353,,1250,,,2022-05-31T15:32:00.000Z,0.0043367085427674906,25382.14712504,-33.4222,-0.04111067,-0.18457735,-0.55806427,-34.33811679,-52.8540951,-53.94305307,2204803.204077559,0.0002,4336459.82,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6
1619,Skycoin,SKY,skycoin,7,2017-04-17T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'storage']",100000000.0,22000000.0,25000000,,1251,,,2022-05-31T15:31:00.000Z,0.09986410878648,15892.42419149,3.6059,0.09669036,0.19514862,-0.02120856,-33.54712476,-52.58858982,-55.8853663,2197010.39330256,0.0002,9986410.88,2022-05-31T15:31:00.000Z,,,,,
10784,KCCPAD,KCCPAD,kccpad,8,2021-07-13T00:00:00.000Z,"['launchpad', 'bluezilla', 'bnb-chain']",1000000000.0,136144011.2,136144011.2,,1252,25000000.0,401916.6130596969,2022-05-31T15:32:00.000Z,0.016076664522387877,6810.52267378,223.5191,0.93682041,-0.17530385,-14.30513443,-20.2991606,-74.43800142,-63.29339934,2188741.5947946175,0.0,16076664.52,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x11582Ef4642B1e7F0a023804B497656E2663bC9B
7143,DiFy.Finance,YFIII,dify-finance,1,2020-09-23T00:00:00.000Z,"['defi', 'yield-farming']",30000.0,7801.45748058,30000,,1253,10000.0,2801366.4531762567,2022-05-31T15:31:00.000Z,280.13664531762566,0.0,0.0,0.34993547,1.67503099,1.71320001,-22.34011719,-28.28991146,-27.82839813,2185474.127197777,0.0,8404099.36,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4be40bc9681d0a7c24a99b4c92f85b9053fc2a45
2554,Lympo,LYM,lympo,24,2018-03-01T00:00:00.000Z,"['collectibles-nfts', 'animoca-brands-portfolio']",,826672979.017098,999999999.017098,,1254,,,2022-05-31T15:32:00.000Z,0.002632258774028354,247487.40381102,-24.9082,0.09189043,-6.28626972,-2.17495103,-42.63635532,-60.81779965,-39.55453494,2176017.2022699136,0.0002,2632258.77,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc690f7c7fcffa6a82b79fab7508c466fefdfc8c5
9654,CryptoBlades,SKILL,cryptoblades,20,2021-05-09T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'play-to-earn', 'oxbull', 'bnb-chain']",1000000.0,874048.00184047,1000000,,1255,603515.0,1500586.2879470577,2022-05-31T15:31:00.000Z,2.486410922590255,1632516.92928623,16.4583,3.68586677,13.15620733,23.33540969,-24.65069251,-62.45844609,-59.99044866,2173242.498644332,0.0,2486410.92,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab
5011,ALLY,ALY,ally,1,2019-12-06T00:00:00.000Z,[],,2300000000.0,10000000000,,1256,,,2022-05-31T15:31:00.000Z,0.0009432499673591691,30351.16521472,-40.3053,-2.01150662,-17.51209785,27.88580398,-47.0250648,-49.22399427,-50.87774879,2169474.9249260887,0.0,9432499.67,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9d5686eadea7327f5a0c4820dca90457a0e88763
